Order_ID,Customer_Name,Age,Gender,City,State,Email,Phone,Order_Date,Delivery_Date,Product,Category,Quantity,Price,Discount,Revenue,Payment_Method,Rating
1016,Kiran Shah,33.0,Male,Surat,Uttar Pradesh,user15@gmail.com,12345,2025-01-10,2025-01-15,Mouse,accessories,2,2500,0.2,4000.0,Credit Card,3
1017,Priya Sharma,27.0,Male,Delhi,Gujarat,user16@gmail.com,9812823170,2025-01-10,2025-01-15,Desk,Accessories,4,10000,0.15,34000.0,UPI,5
1018,Amit Kumar,27.0,Male,Mumbai,Gujarat,user17@gmail.com,9819510312,2025-01-10,2025-01-15,Chair,electronics,2,500,0.0,1000.0,Cash,4
1019,Kiran Shah,38.0,Female,Surat,Rajasthan,user18@gmail.com,9864634663,2025-01-10,2025-01-15,Tablet,Electronics,2,10000,0.05,19000.0,UPI,4
1020,Sneha Jain,47.0,Male,Delhi,Maharashtra,user19@gmail.com,9864038913,2025-01-10,2025-01-15,Keyboard,Furniture,3,5000,0.15,12750.0,UPI,2
1021,Sneha Jain,24.0,Female,Ahmedabad,Gujarat,user20@gmail.com,9872092888,2025-01-10,2025-01-15,Tablet,Furniture,2,1000,0.2,1600.0,UPI,10
1022,Rohit Gupta,46.0,Male,Delhi,Delhi,user21@gmail.com,9832321899,2025-01-10,2025-01-15,Mouse,Electronic,5,500,0.0,2500.0,Cash,2
1023,Arjun Mehta,20.0,Female,Jaipur,Rajasthan,user22@gmail.com,9848285503,2025-01-10,2025-01-15,Mouse,accessories,4,500,0.05,1900.0,Credit Card,5
1024,Vikram Joshi,26.0,Male,Mumbai,Uttar Pradesh,user23@gmail.com,9852091325,2025-01-10,2025-01-15,Laptop,Electronics,4,1000,0.05,3800.0,Credit Card,4
1025,Rahul Singh,21.0,Male,Ahmedabad,Maharashtra,user24@gmail.com,9889864260,2025-01-10,2025-01-15,Mobile,accessories,5,50000,0.2,200000.0,UPI,4
1026,Kiran Shah,39.0,Male,Delhi,Rajasthan,user25@gmail.com,9898231132,2025-01-10,2025-01-15,Desk,Accessories,1,10000,0.05,9500.0,Credit Card,3
1027,Neha Patel,28.0,Female,Ahmedabad,Uttar Pradesh,user26@gmail.com,9896637649,2025-01-10,2025-01-15,Monitor,Electronic,3,1000,0.1,2700.0,Cash,1
1028,Kiran Shah,23.0,Male,Surat,Madhya Pradesh,user27@gmail.com,9845594597,2025-01-10,2025-01-15,Headphones,ELECTRONICS,1,5000,0.2,4000.0,UPI,2
1029,Sneha Jain,46.0,Female,Mumbai,Uttar Pradesh,user28@gmail.com,9884437458,2025-01-10,2025-01-15,Monitor,accessories,3,2500,0.05,7125.0,UPI,2
1030,Rohit Gupta,24.0,Female,Jaipur,Madhya Pradesh,user29@gmail.com,9838270233,2025-01-10,2025-01-15,Keyboard,electronics,3,500,0.0,1500.0,Credit Card,3
1031,Amit Kumar,22.0,Female,Jaipur,Maharashtra,user30@gmail.com,9810475894,2025-01-10,2025-01-15,Keyboard,Furniture,5,5000,0.1,22500.0,UPI,3
1032,Rohit Gupta,42.0,Female, Jaipur ,Maharashtra,@gmail.com,9820099059,2025-01-10,2025-01-15,Headphones,Accessories,2,20000,0.15,34000.0,UPI,3
1033,Arjun Mehta,24.0,Male,Jaipur,Gujarat,user32@gmail.com,9815354599,2025-01-10,2025-01-15,Keyboard,electronics,5,10000,0.05,47500.0,Credit Card,2
1034,Arjun Mehta,39.0,Male,Surat,GJ,user33@gmail.com,9833763566,2025-01-10,2025-01-15,Mouse,Electronics,1,2500,0.2,2000.0,UPI,3
1035,Vikram Joshi,25.0,Male,Indore,GJ,user34@gmail.com,9873174945,2025-01-10,2025-01-15,Tablet,electronics,4,50000,0.05,190000.0,Cash,3
1036,Neha Patel,20.0,Male,Indore,Gujarat,user35@gmail.com,9847393469,2025-01-10,2025-01-15,Mobile,Furniture,3,50000,0.05,142500.0,Cash,3
1037,Pooja Verma,50.0,Male,Delhi,Gujarat,user36@gmail.com,9833966966,2025/01/15,2025-01-15,Desk,ELECTRONICS,5,5000,0.2,20000.0,UPI,1
1038,Pooja Verma,33.0,Male,Indore,Madhya Pradesh,user37@gmail.com,9835511941,2025-01-10,2025-01-15,Monitor,Electronics,5,5000,0.1,22500.0,Credit Card,0
1039,Neha Patel,31.0,Female,Delhi,Uttar Pradesh,user38@gmail.com,9854318698,2025-01-10,2025-01-15,Desk,ELECTRONICS,1,10000,0.2,8000.0,Credit Card,1
1040,Arjun Mehta,30.0,Female,Jaipur,Madhya Pradesh,user39@gmail.com,9827084279,2025-01-10,2025-01-15,Tablet,Electronic,3,10000,0.1,27000.0,Credit Card,4
1041,Vikram Joshi,32.0,Male,Jaipur,Gujarat,amitgmail.com,9838210242,2025-01-10,2025-01-15,Mouse,Furniture,2,10000,0.2,16000.0,Credit Card,5
1042,Sneha Jain,41.0,Male,Lucknow,Uttar Pradesh,user41@gmail.com,9832775593,2025-01-10,2025-01-15,Mobile,ELECTRONICS,3,5000,0.15,12750.0,Credit Card,5
1043,Vikram Joshi,27.0,Male,Ahmedabad,GJ,user42@gmail.com,9816202700,2025-01-10,2025-01-15,Tablet,Electronic,3,500,0.05,1425.0,Credit Card,1
1044,Neha Patel,42.0,Female,Lucknow,Rajasthan,user43@gmail.com,9842747037,2025-01-10,2025-01-15,Headphones,accessories,-2,5000,0.2,16000.0,Credit Card,1
1045,Neha Patel,25.0,Female,Mumbai,Madhya Pradesh,abc@,9843446826,2025-01-10,2025-01-15,Mobile,Electronic,1,50000,0.15,42500.0,UPI,4
1046,Pooja Verma,,Female,Indore,Madhya Pradesh,user45@gmail.com,9869849511,2025-01-10,2025-01-15,Headphones,accessories,5,10000,0.2,40000.0,Cash,4
1047,Vikram Joshi,44.0,Female,Surat,Gujarat,user46@gmail.com,9869038700,2025-01-10,2025-01-15,Mobile,accessories,3,50000,0.05,142500.0,Cash,2
1048,Rohit Gupta,22.0,Male,Ahmedabad,gujrat,user47@gmail.com,9861410126,2025-01-10,2025-01-15,Headphones,accessories,3,2500,0.1,6750.0,UPI,1
1049,Rohit Gupta,34.0,Female,Mumbai,Delhi,user48@gmail.com,9866390708,2025-01-10,2025-01-15,Mouse,Furniture,4,5000,0.1,18000.0,Credit Card,1
1050,Amit Kumar,50.0,Female,Jaipur,Rajasthan,user49@gmail.com,9866240084,2025-01-10,2025-01-15,Chair,accessories,5,5000,0.15,21250.0,Credit Card,5
1051,Neha Patel,28.0,Female,Lucknow,Maharashtra,user50@gmail.com,9862191530,2025-01-10,2025-01-15,Keyboard,accessories,5,1000,0.15,4250.0,Credit Card,4
1052,Rahul Singh,39.0,Male,Indore,Madhya Pradesh,user51@gmail.com,9885751409,2025-01-10,2025-01-15,Laptop,Electronics,2,50000,0.15,85000.0,Credit Card,4
1053,Rahul Singh,21.0,Female,Indore,Gujarat,user52@gmail.com,9838408562,2025-01-10,2025-01-15,Printer,ELECTRONICS,2,50000,0.15,85000.0,Cash,4
1054,Vikram Joshi,46.0,Male,Lucknow,Maharashtra,user53@gmail.com,9882399599,2025-01-10,2025-01-15,Laptop,ELECTRONICS,3,50000,0.15,127500.0,UPI,1
1055,Neha Patel,26.0,Male,Ahmedabad,Delhi,user54@gmail.com,9826941092,2025-01-10,2025-01-15,Printer,accessories,1,50000,0.0,50000.0,UPI,5
1056,Pooja Verma,25.0,Male,Ahmedabad,Gujarat,amitgmail.com,9824508768,2025-01-10,2025-01-15,Desk,Electronics,2,5000,0.1,9000.0,Cash,5
1057,Priya Sharma,38.0,Male,Delhi,GUJRAT,user56@gmail.com,9850477742,2025-01-10,2025-01-15,Desk,Furniture,4,5000,0.05,19000.0,UPI,5
1058,Arjun Mehta,150.0,Female,Delhi,Madhya Pradesh,user57@gmail.com,9896911784,2025-01-10,2025-01-15,Keyboard,Electronics,1,2500,0.2,2000.0,Cash,4
1059,Sneha Jain,42.0,Male,Indore,Delhi,user58@gmail.com,9880027662,2025-01-10,2025-01-15,Monitor,Accessories,1,5000,0.1,4500.0,Credit Card,4
1060,Vikram Joshi,30.0,Male,Delhi,Gujarat,user59@gmail.com,9870505620,2025-01-10,2025-01-15,Tablet,Furniture,4,5000,0.2,16000.0,Cash,5
1061,Pooja Verma,20.0,Female,Pune,Delhi,user60@gmail.com,9875437844,2025/01/15,2025-01-15,Tablet,ELECTRONICS,5,20000,0.15,85000.0,Cash,3
1062,Rohit Gupta,20.0,Male, Jaipur ,Delhi,user61@gmail.com,12345,2025-01-10,2025-01-15,Printer,Accessories,3,10000,0.1,27000.0,UPI,4
1063,Priya Sharma,29.0,Male,Indore,Uttar Pradesh,user62@gmail.com,9842655866,2025-01-10,2025-01-15,Monitor,accessories,4,5000,0.0,20000.0,Credit Card,3
1064,Pooja Verma,33.0,Female,Pune,Uttar Pradesh,user63@gmail.com,9870900658,2025-01-10,2025-01-15,Monitor,ELECTRONICS,4,10000,0.2,32000.0,Cash,2
1065,Pooja Verma,23.0,Male,Surat,Delhi,user64@gmail.com,9874988034,2025-01-10,2025-01-15,Monitor,accessories,1,20000,0.05,19000.0,Credit Card,5
1066,Neha Patel,29.0,Male,Pune,Delhi,user65@gmail.com,9850569669,2025-01-10,2025-01-15,Laptop,accessories,5,2500,0.0,12500.0,Credit Card,2
1067,Rohit Gupta,29.0,Male,Lucknow,Maharashtra,user66@gmail.com,12345,2025-01-10,2025-01-15,Desk,ELECTRONICS,3,500,0.0,1500.0,Cash,4
1068,Amit Kumar,28.0,Female,Delhi,Maharashtra,user67@gmail.com,abcdefghij,2025-01-10,2025-01-15,Printer,Electronics,4,2500,0.05,9500.0,Credit Card,1
1069,Vikram Joshi,22.0,Male,Delhi,Madhya Pradesh,user68@gmail.com,9865857931,2025-01-10,2025-01-15,Desk,Accessories,2,1000,0.2,1600.0,Credit Card,2
1070,Sneha Jain,29.0,Female,Jaipur,Madhya Pradesh,user69@gmail.com,9893352876,2025-01-10,2025-01-15,Laptop,Accessories,5,5000,0.15,21250.0,Credit Card,1
1071,Vikram Joshi,41.0,Male,Ahmedabad,Delhi,user70@gmail.com,9833328859,2025-01-10,2025-01-15,Chair,Electronics,2,20000,0.05,38000.0,UPI,1
1072,Sneha Jain,29.0,Male,Surat,Gujarat,user71@gmail.com,9847945817,2025-13-01,2025-01-15,Printer,Electronics,4,5000,0.2,16000.0,Credit Card,2
1073,Neha Patel,33.0,Male,Surat,Uttar Pradesh,user72@gmail.com,9829997018,2025-01-10,2025-01-15,Monitor,Furniture,3,50000,0.2,120000.0,UPI,1
1074,Kiran Shah,43.0,Female,Lucknow,Maharashtra,user73@gmail.com,9872907576,2025-01-10,2025-01-15,Monitor,accessories,1,1000,0.1,900.0,Cash,3
1075,Sneha Jain,22.0,Male,Indore,Uttar Pradesh,user74@gmail.com,9853261270,2025-01-10,2025-01-15,Desk,ELECTRONICS,5,10000,0.15,42500.0,UPI,1
1076,Kiran Shah,50.0,Male,Jaipur,Madhya Pradesh,user75@gmail.com,9815399803,15-Jan-2025,2025-01-15,Headphones,Electronic,2,20000,0.2,32000.0,Credit Card,4
1077,Arjun Mehta,40.0,Female,Delhi,Rajasthan,user76@gmail.com,9856702542,2025-01-10,2025-01-15,Mouse,ELECTRONICS,3,1000,0.2,2400.0,Cash,1
1078,Sneha Jain,29.0,Female,Mumbai,Rajasthan,abc@,9821819185,2025-01-10,2025-01-15,Keyboard,ELECTRONICS,2,2500,0.15,4250.0,Cash,1
1079,Amit Kumar,41.0,Female,Indore,Maharashtra,user78@gmail.com,9835176902,2025-01-10,2025-01-15,Chair,ELECTRONICS,4,50000,0.2,160000.0,Credit Card,4
1080,Neha Patel,28.0,Male,Jaipur,Rajasthan,user79@gmail.com,9875056916,2025-01-10,2025-01-15,Mobile,Electronics,4,50000,0.0,200000.0,Credit Card,5
1081,Vikram Joshi,37.0,Male,Indore,Maharashtra,user80@gmail.com,9840158811,2025-01-10,2025-01-15,Mobile,Electronic,2,20000,0.05,38000.0,UPI,2
1082,Rohit Gupta,42.0,Female,Indore,Rajasthan,user81@gmail.com,9873380266,2025-01-10,2025-01-15,Tablet,Electronic,-2,20000,0.1,72000.0,Credit Card,2
1083,Rohit Gupta,43.0,Male,Delhi,Gujarat,user82@gmail.com,9865692629,2025-01-10,2025-01-15,Keyboard,Furniture,4,1000,0.2,3200.0,Credit Card,3
1084,Kiran Shah,38.0,Female,Ahmedabad,Rajasthan,user83@gmail.com,9882287061,2025-01-10,2025-01-15,Printer,ELECTRONICS,1,2500,0.1,2250.0,Cash,5
1085,Pooja Verma,47.0,Male,Surat,Madhya Pradesh,user84@gmail.com,9861401477,2025-01-10,2025-01-15,Tablet,Furniture,5,5000,0.15,21250.0,Cash,1
1086,Arjun Mehta,32.0,Male,Lucknow,Maharashtra,user85@gmail.com,9826944487,2025-01-10,2025-01-15,Chair,Accessories,3,20000,0.15,51000.0,Cash,1
1087,Sneha Jain,20.0,Male,Indore,Uttar Pradesh,user86@gmail.com,9830718012,2025-01-10,2025-01-15,Mobile,Electronic,4,500,0.2,1600.0,Cash,3
1088,Priya Sharma,47.0,Female,Indore,Gujarat,user87@gmail.com,9894127561,2025-01-10,2025-01-15,Printer,Furniture,5,20000,0.15,85000.0,Credit Card,0
1089,Vikram Joshi,27.0,Male,Indore,Maharashtra,user88@gmail.com,9895060193,2025-01-10,2025-01-15,Mobile,Electronic,5,500,0.05,2375.0,UPI,3
1090,Amit Kumar,29.0,Female,Pune,Rajasthan,user89@gmail.com,9829538047,2025-13-01,2025-01-15,Tablet,Accessories,1,500,0.1,450.0,Cash,5
1091,Priya Sharma,39.0,Female, Mumb@i ,Rajasthan,abc@,9888270025,2025-01-10,2025-01-15,Headphones,electronics,2,1000,0.05,1900.0,Cash,3
1092,Sneha Jain,48.0,Female,Ahmedabad,Maharashtra,user91@gmail.com,9869287967,2025-01-10,2025-01-15,Keyboard,Accessories,4,2500,0.0,10000.0,Cash,4
1093,Neha Patel,32.0,Female,Delhi,Delhi,user92@gmail.com,9861185849,2025-01-10,2025-01-15,Desk,ELECTRONICS,-2,5000,0.1,13500.0,Credit Card,3
1094,Vikram Joshi,20.0,Male,Lucknow,Gujarat,user93@gmail.com,9840885967,2025-01-10,2025-01-15,Desk,Furniture,3,500,0.15,1275.0,Cash,2
1095,Rahul Singh,40.0,Male,Mumbai,Gujarat,user94@gmail.com,9869166287,2025-01-10,2025-01-15,Laptop,Accessories,2,10000,0.1,18000.0,Cash,2
1096,Arjun Mehta,25.0,Male,Ahmedabad,Madhya Pradesh,user95@gmail.com,9859104566,2025-01-10,2025-01-15,Chair,Accessories,1,2500,0.1,2250.0,Cash,2
1097,Vikram Joshi,43.0,Female,Delhi,Rajasthan,user96@gmail.com,9820106509,2025-01-10,2025-01-15,Headphones,Furniture,3,50000,0.15,127500.0,UPI,4
1098,Arjun Mehta,20.0,Female,Delhi,gujrat,user97@gmail.com,9859470729,2025-01-10,2025-01-15,Monitor,Accessories,5,2500,0.0,12500.0,Cash,3
1099,Sneha Jain,20.0,Female,Surat,Uttar Pradesh,user98@gmail.com,9818484847,2025-01-10,2025-01-15,Printer,accessories,1,20000,0.05,19000.0,Cash,4
1100,Amit Kumar,29.0,Female,Delhi,Maharashtra,user99@gmail.com,9841514326,2025-01-10,2025-01-15,Chair,electronics,1,1000,0.0,1000.0,Cash,4
1101,Arjun Mehta,38.0,Male,Indore,Uttar Pradesh,user100@gmail.com,9823290458,2025-01-10,2025-01-15,Printer,Accessories,3,20000,0.2,48000.0,Cash,3
1102,Neha Patel,34.0,Female,Surat,Gujarat,user101@gmail.com,9823335151,2025-01-10,2025-01-15,Keyboard,Accessories,1,20000,0.1,18000.0,Credit Card,3
1103,Neha Patel,50.0,Male,Lucknow,Maharashtra,user102@gmail.com,9898955314,2025-01-10,2025-01-15,Tablet,accessories,1,5000,0.1,4500.0,Credit Card,5
1104,Neha Patel,24.0,Male,Delhi,Madhya Pradesh,user103@gmail.com,9837804191,2025-01-10,2025-01-15,Desk,electronics,1,500,0.1,450.0,UPI,3
1105,Amit Kumar,28.0,Male,Ahmedabad,Madhya Pradesh,user104@gmail.com,9843642236,2025-01-10,2025-01-15,Headphones,Electronics,2,50000,0.2,80000.0,Credit Card,1
1106,Neha Patel,38.0,Female,Mumbai,Delhi,user105@gmail.com,9845617024,2025-01-10,2025-01-15,Laptop,electronics,2,500,0.1,900.0,Credit Card,4
1107,Sneha Jain,34.0,Female,Delhi,Rajasthan,user106@gmail.com,9877624084,2025-01-10,2025-01-15,Tablet,Accessories,5,500,0.0,2500.0,UPI,5
1108,Amit Kumar,35.0,Female,Indore,Uttar Pradesh,user107@gmail.com,9824490391,2025-01-10,2025-01-15,Printer,accessories,3,5000,0.0,15000.0,Cash,1
1109,Rahul Singh,22.0,Male,Jaipur,Madhya Pradesh,user108@gmail.com,9894970119,2025-01-10,2025-01-15,Desk,Accessories,1,2500,0.2,2000.0,Credit Card,3
1110,Vikram Joshi,999.0,Female,Delhi,Uttar Pradesh,user109@gmail.com,9825356396,2025-01-10,2025-01-15,Chair,accessories,4,10000,0.2,32000.0,UPI,4
1111,Pooja Verma,46.0,Female,Indore,Rajasthan,user110@gmail.com,9822762205,2025-01-10,2025-01-15,Keyboard,Electronic,4,1000,0.15,3400.0,Cash,3
1112,Priya Sharma,22.0,Male,Delhi,Rajasthan,user111@gmail.com,9822960658,2025-01-10,2025-01-15,Keyboard,Furniture,3,1000,0.15,2550.0,UPI,5
1113,Rohit Gupta,30.0,Male,Indore,Gujarat,user112@gmail.com,9899300492,2025/01/15,2025-01-15,Mouse,Furniture,1,10000,0.2,8000.0,Credit Card,1
1114,Pooja Verma,23.0,Male,Ahmedabad,GJ,user113@gmail.com,9874718365,2025-01-10,2025-01-15,Tablet,Furniture,3,10000,0.1,27000.0,UPI,3
1115,Vikram Joshi,38.0,Male,Indore,Madhya Pradesh,user114@gmail.com,9893446356,2025-01-10,2025-01-15,Desk,accessories,5,2500,0.0,12500.0,Credit Card,5
1116,Amit Kumar,25.0,Female,Jaipur,Gujarat,user115@gmail.com,9857113566,2025-01-10,2025-01-15,Laptop,electronics,1,10000,0.1,9000.0,UPI,5
1117,Amit Kumar,22.0,Male,Indore,Rajasthan,user116@gmail.com,9870887307,2025-01-10,2025-01-15,Keyboard,electronics,4,500,0.05,1900.0,Cash,3
1118,Kiran Shah,22.0,Male,Ahmedabad,Delhi,user117@gmail.com,9892924837,2025-01-10,2025-01-15,Laptop,accessories,3,50000,0.2,120000.0,UPI,3
1119,Sneha Jain,39.0,Female,Indore,Gujarat,user118@gmail.com,9838933176,2025-01-10,2025-01-15,Chair,Electronics,4,20000,0.15,68000.0,Cash,4
1120,Sneha Jain,36.0,Female,Mumbai,Delhi,user119@gmail.com,abcdefghij,2025-01-10,2025-01-15,Desk,Electronics,1,2500,0.2,2000.0,UPI,2
1121,Vikram Joshi,29.0,Female,Delhi,Maharashtra,user120@gmail.com,9876757928,2025-01-10,2025-01-15,Mouse,electronics,3,1000,0.05,2850.0,UPI,4
1122,Rohit Gupta,37.0,Female,Delhi,Rajasthan,user121@gmail.com,9815677713,2025-01-10,2025-01-15,Mouse,Electronics,5,20000,0.05,95000.0,Cash,1
1123,Kiran Shah,32.0,Female,Jaipur,Maharashtra,user122@gmail.com,9864362516,2025-01-10,2025-01-15,Laptop,ELECTRONICS,3,10000,0.15,25500.0,UPI,5
1124,Priya Sharma,33.0,Male,Surat,Rajasthan,user123@gmail.com,9889036966,2025/01/15,2025-01-15,Mouse,Accessories,4,50000,0.1,180000.0,UPI,4
1125,Neha Patel,30.0,Male,Delhi,Madhya Pradesh,user124@gmail.com,9894989976,2025-01-10,2025-01-15,Mobile,Accessories,3,20000,0.1,54000.0,Credit Card,2
1126,Neha Patel,23.0,Male,Jaipur,Delhi,user125@gmail.com,9833286644,2025-01-10,2025-01-15,Desk,electronics,3,2500,0.05,7125.0,Credit Card,1
1127,Sneha Jain,44.0,Female,Pune,GUJRAT,user126@gmail.com,9852431444,2025-01-10,2025-01-15,Headphones,Electronic,2,50000,0.15,85000.0,UPI,4
1128,Vikram Joshi,38.0,Male,Pune,Madhya Pradesh,user127@gmail.com,9819957701,2025-01-10,2025-01-15,Monitor,Electronic,-2,20000,0.1,72000.0,Cash,1
1129,Priya Sharma,40.0,Male,Indore,Rajasthan,user128@gmail.com,9887890494,2025-01-10,2025-01-15,Chair,Furniture,1,2500,0.1,2250.0,Credit Card,1
1130,Neha Patel,30.0,Female,Ahmedabad,Maharashtra,user129@gmail.com,9870468188,2025-01-10,2025-01-15,Mobile,Furniture,4,50000,0.2,160000.0,Cash,1
1131,Amit Kumar,27.0,Female,Lucknow,Madhya Pradesh,user130@gmail.com,9880162053,2025-01-10,2025-01-15,Desk,electronics,5,20000,0.05,95000.0,Cash,3
1132,Pooja Verma,41.0,Male,Pune,Maharashtra,user131@gmail.com,9854250344,2025-01-10,2025-01-15,Mobile,Accessories,3,5000,0.15,12750.0,Credit Card,6
1133,Rahul Singh,30.0,Male,Ahmedabad,Gujarat,user132@gmail.com,9851638598,2025-01-10,2025-01-15,Mouse,electronics,3,2500,0.2,6000.0,Credit Card,1
1134,Pooja Verma,46.0,Male,Delhi,Uttar Pradesh,user133@gmail.com,9899987086,2025-01-10,2025-01-15,Mouse,Accessories,3,10000,0.15,25500.0,Cash,1
1135,Neha Patel,30.0,Female,Surat,Delhi,user134@gmail.com,9828463709,2025-01-10,2025-01-15,Headphones,Electronics,3,2500,0.05,7125.0,Cash,1
1136,Rohit Gupta,21.0,Female,Ahmedabad,Madhya Pradesh,user135@gmail.com,9860562485,2025-01-10,2025-01-15,Headphones,electronics,5,50000,0.2,200000.0,UPI,5
1137,Amit Kumar,33.0,Female,Surat,Rajasthan,user136@gmail.com,9891952730,2025-01-10,2025-01-15,Monitor,Furniture,2,20000,0.15,34000.0,Credit Card,4
1138,Vikram Joshi,50.0,Female,Surat,Gujarat,user137@gmail.com,9886560394,2025-01-10,2025-01-15,Printer,Electronic,2,10000,0.05,19000.0,Cash,4
1139,Rahul Singh,46.0,Male,Ahmedabad,Gujarat,user138@gmail.com,9817003454,2025-01-10,2025-01-15,Printer,Furniture,5,10000,0.15,42500.0,Cash,5
1140,Priya Sharma,29.0,Male,Ahmedabad,Gujarat,user139@gmail.com,9870306604,2025-01-10,2025-01-15,Chair,electronics,1,20000,0.2,16000.0,Cash,1
1141,Pooja Verma,49.0,Male,Indore,Maharashtra,user140@gmail.com,9863211150,2025-01-10,2025-01-15,Chair,ELECTRONICS,2,50000,0.15,85000.0,UPI,4
1142,Amit Kumar,30.0,Male,Pune,Delhi,user141@gmail.com,9828468304,2025-01-10,2025-01-15,Laptop,ELECTRONICS,1,2500,0.05,2375.0,Cash,2
1143,Amit Kumar,48.0,Male,Mumbai,Gujarat,user142@gmail.com,9838944689,2025-01-10,2025-01-15,Headphones,Accessories,4,5000,0.2,16000.0,Credit Card,5
1144,Vikram Joshi,27.0,Female,Delhi,Maharashtra,user143@gmail.com,9842002808,2025-01-10,2025-01-15,Mouse,accessories,5,5000,0.0,25000.0,Credit Card,4
1145,Kiran Shah,37.0,Male,Surat,Uttar Pradesh,user144@gmail.com,9829270557,2025-01-10,2025-01-15,Monitor,Electronic,1,500,0.15,425.0,UPI,5
1146,Arjun Mehta,25.0,Male,Pune,Maharashtra,amitgmail.com,9880606503,2025-01-10,2025-01-15,Chair,Accessories,3,1000,0.2,2400.0,Credit Card,5
1147,Amit Kumar,40.0,Female,Pune,Gujarat,user146@gmail.com,9812179995,2025-01-10,2025-01-15,Keyboard,Furniture,1,5000,0.15,4250.0,UPI,3
1148,Kiran Shah,43.0,Female,Ahmedabad,Maharashtra,user147@gmail.com,9857284777,2025-01-10,2025-01-15,Chair,ELECTRONICS,2,20000,0.0,40000.0,Credit Card,2
1149,Rahul Singh,999.0,Male,Delhi,Uttar Pradesh,user148@gmail.com,9871428713,2025-01-10,2025-01-15,Laptop,ELECTRONICS,4,20000,0.15,68000.0,UPI,1
1150,Vikram Joshi,36.0,Female,Delh!i,Gujarat,user149@gmail.com,9814915156,2025-01-10,2025-01-15,Tablet,ELECTRONICS,2,500,0.1,900.0,Cash,1
1151,Pooja Verma,33.0,Female,Lucknow,gujrat,user150@gmail.com,9855504725,2025-01-10,2025-01-15,Headphones,Electronic,3,2500,0.0,7500.0,Credit Card,4
1152,Vikram Joshi,45.0,Male,Indore,Maharashtra,user151@gmail.com,9867795113,2025-01-10,2025-01-15,Desk,Furniture,-2,50000,0.2,120000.0,UPI,5
1153,Priya Sharma,-5.0,Female,Jaipur,Rajasthan,user152@gmail.com,9890882505,2025-01-10,2025-01-15,Mouse,electronics,3,2500,0.0,7500.0,Credit Card,4
1154,Pooja Verma,39.0,Female, Jaipur ,Uttar Pradesh,user153@gmail.com,9817698469,2025-01-10,2025-01-15,Mobile,accessories,3,5000,0.0,15000.0,Credit Card,4
